Author,Title,Review,Rating,Dates,Restaurant
"Dato-AdnanKuala Lumpur, Malaysia",Missing Roasted Peanuts in my Nasi Lemak,"IntroductionNasi Lemak is a Malay cuisine of fragrant rice (cooked in coconut milk and pandan leaf). A basic traditional Nasi Lemak dish (which I grew up with since I was able to eat spicy food 60 years ago) is served with hot spicy sauce (sambal), fried small anchovies (ikan bilis), roasted peanuts, half hard-boiled egg and a few slices of fresh cucumber. It is commonly sold wrapped in banana leaf. In time, Nasi Lemak has turned into a substantial plated meal served with other side dishes such as ayam goreng (fried chicken), sambal sotong (cuttlefish in hot spicy sauce), sambal kerang (cockles in hot spicy sauce) and rendang daging (beef cubes stewed in coconut milk and spices) to name a few. Once, merely a breakfast fare, commonly sold at hawker food centres and roadside stalls, Nasi Lemak has grown into popularity and now served in restaurants and hotels as a noon or evening meal. Nasi Lemak has since grown into a dish that could be eaten all day.Nasi Lemak WanjoAfter having heard and read many reviews, both positive and negative, about the Nasi Lemak served at the Nasi Lemak Wanjo restaurant, I finally decided to give it a try and visited the establishment on Tuesday 25 July 2023. The Nasi Lemak Wanjo restaurant, which is located in Kampung Baru, Kuala Lumpur is an open-air restaurant with a roof over your head and plenty of fans to cool and ventilate the restaurant. There is an air-conditioned room where you could dine in but for a price of RM1 per head. The restaurant is relatively clean. It also has 4 toilets which were relatively clean as well. Service is fast and staff very friendly.My wife and I ordered a plate of Nasi Lemak each (which came with all the mandatory condiments but minus the roasted peanuts). I rate it as an incomplete Nasi Lemak dish which I would have just binned if it was for a Nasi Lemak competition.There were like ten other side dishes to choose from. My wife ordered begedil (deep fried potato patty) and paru-paru goreng (deep fried slices of cow lungs) to accompany her Nasi Lemak. I had rendang limpa (a slice of spleen stewed in coconut milk and spices) and sambal kerang (cockles in hot spicy sauce) to accompany mine. We both had Teh Tarik to go with our Nasi Lemak.The Nasi Lemak was average. The rice lacked the sweet fragrance and tasted less coconutty. The sambal was hot (as it should be) but unfortunately too sweet. The fried ikan bilis, half hard-boiled egg and slices of fresh cucumber were fine. But I felt a bit upset that roasted peanuts were not served with the Nasi Lemak. The begedil was good. The paru-paru goreng slices were fine but a bit too tough to bite into (probably overfried). The rendang limpa slices were fien but a bit too chewy (probably undercooked). The sambal kerang was also unfortunately too sweet. The Teh Tarik was just right. Neither too bitter nor too sweet. The whole meal cost us RM31.00 which I considered reasonable.Overall, I rate the Nasi Lemak served at Nasi Lemak Wanjo Restaurant as plain and average, as I have eaten better Nasi Lemak elsewhere. The Nasi Lemak should have been cooked and served top notch as it is the star of the show. If the Nasi Lemak has been super good, one does not need any side orders to complement it.If you are looking for a nice ambience to dine in, the restaurant will do fine. But if you are looking for a mouth-watering good old traditional Nasi Lemak then you will feel somewhat let down. The missing roasted peanuts in my Nasi Lemak dish left me somewhat disappointed.",3,2023-07-27,Nasi Lemak Wanjo
Stephensyliu,Eating with a Japanese friend ,"Brought a Japanese friend to eat in this nice traditional Chinese restaurant. My favorite sunshine noodle, ""Yi Kong Hor"" and my Japanese ordered a fried rice and seaweed soup. He really enjoyed the food.",5,2016-11-22,Restoran Stadium Negara
ThisisRamy,Eggs Benedict for Breakfast,Was here for late breakfast on a Sunday. The eggs Benedict was good. The salmon slightly fishy buy the holandaise sauces drwoned that. Good portions too. American coffee was great.,4,2014-08-03,Café Deli by El Mesón @ Bangsar
David T,"Good, simple fare","Came to this no-frills restaurant for dinner with the family. Food is good but a little too oily.
The place is air-conditioned with nice comfortable atmosphere.",4,2016-06-18,Muar Restaurant
Ponmalar,Best Vegetarian Char Keow Tiew in town,Just discovered this place through a Travel TV channel. Awesome food.. especially the char keow tiew is a must try as the taste is even better compared to the original penang char keow tiew.,5,2015-05-27,Blue Boy Vegetarian Food Centre
"Jacqueline FAberdeen, United Kingdom",Very tasty food,Very tasty food at unbelievable prices. Difficult to choose which stall to go to but we were staying with relatives and friends who knew their way around. These places have a real buzz about them and choosing different courses and sharing makes for a great dining experience.,4,2013-04-12,Hawker Stalls in Chinatown
"AzgatorsPhoenix, Arizona",We just had to go ...,"Ok so I know this isn't ""from"" KL, but I don't live anywhere near where I can enjoy Din Tai on a daily basis, and this makes me sad. This is always a very enjoyable meal for my wife and I. We talk about going for days ahead, we talk about how good it was for days afterwards. Sorry, we like it. There may be better and please tell me where if you have a place, but there is always going to be really good dim sum here for me to eat.",5,2018-07-30,Din Tai Fung Pavilion KL
523elainet,Authentic Italian Restaurant,"If you're looking for authentic Italian food,and this is the place that you looking for.Via pre is located away from the cities at hidden neighborhood Lorong Setiabistari.Good ambience , excellent food ,friendly and attentive owner Mr Maury and his team members.For food wise Gamberi & Pesto is one of my favourite dishes(Must try).They also have some imported seafood on weekends(asked for the special)we had the Dover sole fish cooked in white wine sauce it was amazing!!!Definitely will be back in this restaurant and recommend to others ... .Thumbs up guys...",5,2017-10-24,Via Pre Kul
"stefanuswisnuJakarta, Indonesia",Authentic and Tasty,This is a Chinese Restaurant and when I visit I try dried noodle. It has a originals seasoning that make a differ from any noodles. Served with egg and a bowl of soup. Taste great and cheap too I was charged for RM11 for noodle and Teh Tarik,4,2018-09-22,Kin Kin Restaurant
khusboo-789,Splendid Experience -M grill made our Day,"If you are looking for any specific place which will give you super tasty food,amazing hospitality and an extra doze of care to make your special day even more special,you need to go this Place,M_GRILL.We visited this place last Sunday and returned super happy ,will go here again and again.We were literally tired of eating,so many options after BBQ starters.Value for money.Hope M-grill continues to serve like this..",5,2019-07-01,M Grill - Malaysia
"Odyssey433738Kuala Lumpur, Malaysia",Bad Service Privided as an Award-Wining Restaurant in a 5 Stars Hotel!!,"Do u believe that these dishes served by a 5* hotel restaurant? It’s totally different from the menu shown and out of presentation and taste as a 5* hotel restaurant!! The only match as a 5* hotel is the price charged!! Bad service and impolite managers on duty when we feedback about the dishes served is not same as what we expected from the menu.. Also, all dishes served in same time and we have ordered about 8 dishes included rice & noodles.. all served at the same time and it’s messy to serve on table like a normal restaurant..We are very disappointed to have dinner at Shanghai restaurant tonight!! Overall not worth as the price charged!! Furthermore, there's no one contact me as informed more than 1 month..",1,2021-12-28,Shanghai
"trinitygal2020Johor Bahru, Malaysia",Amazing2,"My daughter decided to take me to try the pastries and have my favorite Chai Tea. I loved the little highlight of the star anise to add the oomph.The scone, though most people know, the buttery texture gave it another level of deliciousness.And we bought the Danish croissants to go.",5,2022-07-20,Lisette's Café & Bakery Bangsar
