Author,Title,Review,Rating,Dates,Restaurant
Gabbygoodeats,Loved it,Delicious!! Food here was some of the best I’ve had in all of Italy. Will definitely be coming back!! Great friendly service and the experience of seeing someone handmaking the pasta was awesome. The suppli appetizer was to die for 10/10 recommend!! We had Simone Mas as our waiter and he was the best!! ,5,2023-06-29,Osteria da Fortunata - Rinascimento
caracad,Excellent meal and atmosphere,Excellent meal and atmosphere! Always try to get in for dinner when we vacation in Rome.Staff  is always entertaining!,5,2023-07-20,Le Tavernelle
BobB53,Real class - excellent restaurant,"Delightful restaurant - rather formal (I like that) with very helpful staff.
Varied and interesting menu, if somewhat limited, we had a delicious meal here in somewhat classical surroundings.",5,2022-07-10,Casa Bleve
"Mitch-NSWellington, New Zealand",Awesome quick bite,My wife and I stopped here while passing though on our way back from the Vatican. Organic pizza and their own beer. Was an amazing random find. We each had a slice of pizza and shared a calzone. And we both had a beer of course! Excellent spot for lunch. ,5,2016-11-19,Pizzeria Romana Al Taglio
"Travelbug60750San Diego, California",One of the Best...,"Food is creative, delicious, different and beautifully presented. Tucked away on a quiet street on the Aventine, away from the usual tourist hustle and bustle in an upscale neighbourhood. Waiters are professional and knowledgeable. Intimate and elegant ambience. Shared the Stuffed Zucchini Blossoms as a starter, main courses A La Romana Beef Rolls and Lamb, finishing up with Lavender-Flavoured Creme Caramel, served with a shot of Grand Marnier. We were so delighted to find this restaurant that we went back a second time for our last evening in Rome...and will make a point to return.",5,2019-06-20,Apuleius
Jan S,Fantastic dinner ! ,"We had a fantastic dinner here !! Everything was perfect …food , wine , atmosphere and service ! Our servers were attentive and helpful with food and wine selections . All our dishes were excellent!  Highly recommend this restaurant !",5,2023-10-15,CiPASSO
"379linapKaunas, Lithuania",Most delicious pizzas in Rome,This was our final meal in Rome and we couldn't ask for anything better! We have enjoyd every little bite of our delicious pizza Margarita. Best wishes from Lithuania for the friendly staff of the Zizzi Pizza. Will definitely come back to your place next time.,5,2017-10-22,Zizzi Pizza
Mansi J,Amazing food,"Loved the food and the ambience  very nice staff, all very warm and helping.. perfect evening after the Italian vacay",5,2018-02-20,Jaipur - Ristorante Indiano
Lars H,Awesome Paninis,"During our week in Rome we ate paninis here multiple times. You have a wide selection of different Styles, all the paninis are freshly made and the 6 different ones we tried were delicious. Would go here without hesitation.",5,2023-08-20,Bono Bottega Nostrana - Monti
Ruben F,Great dinner with view and amazing service,"Beautiful view and amazing food!
We got a good wine recommendation and the staff even remembered it was my wife’s birthday.",5,2023-06-11,I Sofa Bar Restaurant
"Mariarosaria GCaserta, Italy",Mejo de così....,"MEJO....de così non c'è!!!Scoperta casuale e semplicemente fantastica. Fritti non male ma i piatti di pasta.....scansate proprio!!!Cacio e pepe, gricia e pappardelle al cinghiale semplicemente spettacolari!Mauro....Er mago dell'Aurelia!!!Torneremo sicuramente!!!",5,2024-01-07,"Mejo "" Cucina Romana """
Chloe B,Average,"The food was amazing and the location was brilliant. Sadly the staff were not. They were very rude, snappy and paid no attention other tables that night also found this. A lady was particularly rude and made the experience unwelcoming with her tone and demeanour. What appears to be the manager dressed in all black and glasses adopted this manner and didn’t even show us to our table, ask us what we would like to drink or give us our menus. We were given bread, to which we still hadn’t had plates to eat the bread by the time the main course arrived. Only seemed to be one staff member a lovely gentleman with glasses who was working so hard seemed to be doing everyone’s jobs. He was very pleasant. The food was lovely but the staff apart from one ruined it. ",3,2023-09-12,Ristorante Amedeo
"krMemoRome, Italy",Delightful local food!,"Lucky of finding this small and yet wonderful place to enjoy delicious local food. The service was quite good (Italian, English and Spanish) and the taste of the dishes, incredible. Prices are good and there's always the option to take away the food since the are not so much tables.",5,2019-08-19,Ce Stamo a Pensà
PiaK890,Family time in Rome,Very tasty food and good wine. Nice owner. Very friendly to children. It was a nice experience in a lovely  old part of Rome.,5,2022-09-16,Er Pizzicarolo
Kate QSydney,"Great food, great atmosphere ","Loved it! The building and cellar are iconic in terms of their history. Friendly maître d. The pork was delicately flavoured and the streak, exquisite. Choc tart and creme brûlée both lovely. Excellent house wine. Generous management presented us with a bottle following a small mishap at the table. ",5,2019-09-17,Spirito Divino
"krwildenLas Vegas, Nevada",Perfect quite lunch!,"After doing a day of sightseeing at the Colosseum and all around Rome, it was nice to find a quiet spot for lunch. It is in a neighborhood away from all the hustle of the usual touristy streets. Food was fresh and delicious! Excellent service and wine list was great. Enjoyed a nice quiet lunch of carpaccio and pasta dishes. Just right. A very nice find close to our hotel. ",5,2015-09-11,Apuleius
jennifernA8208AR,Would recommend - great food and exceptional service!,Service was exceptional. The staff kept bringing us extra tasty bites. The tiramisu was amazing. The wine list is extensive. We had Christmas dinner there and they made it special.,5,2023-12-31,Ad Hoc Ristorante (Circo Massimo)
Susanks123,Best service ever!,"The staff treated us so well. We had a fantastic time in this adorable restaurant in the heart of Trastevere. And the food was great, too. Highly recommend!",5,2023-11-25,Mimi e Coco Trast
"799wilsonSan Francisco, California",Favorite Restaurant in Rome,"We have struggled to find great restaurants in Rome and we have finally found one! We went for lunch and everything was outstanding! Everyone who worked there was so kind and welcoming! Every dish we ordered was perfection! I can’t say enough positive things about this place. My only regret was not ordering their pasta, which looked amazing (need to go back)! Great lunch or dinner spot on the Colusseum area.",5,2022-11-24,Contrario - Vineria Con Cucina
Zechariah F,Amazing Gluten Free Dining,"A casual dining spot with a wonderful, warm and friendly environment, this is one of the best spots in Rome to find gluten free Italian comfort food. The gluten free margherita pizza was deliciously fresh and the crust was firm yet soft. ",4,2023-11-06,Mama Eat Roma borgo pio
"eric1942Manchester, United Kingdom",When in Rome... Eat Indian,"Might seem a strange thing to do but then it was raining and we had no umbrella, well, it was August. So we dived in here - and were pleasantly surprised. Friendly service and extensive menu. They have long tasting menus including vegetarian at around €40 for two although we went for a lamb curry, chick pea, spinach and lentil dishes, paratha and rotis, all very acceptable. It's always tricky getting a good curry outside England so good on them. If you like your curries a l'anglais you might want to ask them to spice them up or go for a hot dish - if anything they were a bit mild for us. Probably they toned them down for Italian palates.",4,2018-08-24,Jaipur - Ristorante Indiano
